brand,name,price,spec_score,user_votes,user_rating,os,utility: Business,utility: Everyday Use,utility: Performance,utility: Gaming,thickness_mm,weight_kg,warranty,screen_size,resolution_WIDTH,resolution_HEIGHT,resolution_category,ppi_num,ppi_category,battery_Wh,aspect_ratio,touch_screen,anti_glare,processor_gen,processor_brand,processor_core,base_processor_speed_GHz,turbo_processor_speed_GHz,no_cores,cache_memory_mb,graphics_brand,rom_capacity_gb,internal_memory_gb
asus,Vivobook 16X 2023 K3605ZC-MBN752WS,82990.0,69.0,121.0,4.4, windows 11,0,0,1,0,18.9,1.8,1.0,16.0,1200.0,1920.0,Good,142.0,Average,50.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
lenovo,IdeaPad Slim 3 82RK00VVIN,37990.0,48.0,88.0,4.8, windows 11,0,0,1,0,19.9,1.63,1.0,15.6,1080.0,1920.0,Average,157.0,High,,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
gigabyte,G5 MF-F2IN313SH,71990.0,64.0,60.0,4.7, windows 11,0,0,0,1,22.7,2.08,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,0,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Zenbook Flip 14 OLED UP5401ZA-KU541WS,81088.0,64.0,275.0,4.3, windows 11,0,0,1,0,,1.4,1.0,14.0,2400.0,3840.0,Best,323.0,Highest,63.0,16:10,1,0,12.0,intel,Core i5,2.5,4.5,12.0,18.0,intel,16.0,512.0
dell,Inspiron 3530 IN3530RW8JY001ORS1,57990.0,48.0,97.0,4.2, windows 11,1,0,0,0,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,1024.0
acer,Aspire 7 A715-76G NH.QMYSI.001 Gaming,51990.0,64.0,1144.0,4.2, windows 11,0,0,0,1,19.9,2.1,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,8.0,512.0
hp,Victus 15-FB1001AX Gaming,54990.0,66.0,105.0,4.4, windows 11,0,0,0,1,23.5,2.29,1.0,15.6,1080.0,1920.0,Average,141.0,Average,52.5,,0,1,7.0,amd,Ryzen 5,3.3,4.55,6.0,16.0,nvidia,8.0,512.0
lenovo,Legion 9i 2023,399999.0,83.0,103.0,4.0, windows 11,0,0,0,1,,,1.0,16.0,2000.0,3200.0,Average,236.0,Average,99.0,16:10,0,1,13.0,intel,Core i9,,5.6,24.0,36.0,nvidia,32.0,1024.0
asus,Vivobook 16X 2023 K3605ZV-MBN741WS,99990.0,69.0,82.0,4.5, windows 11,0,0,0,1,20.0,1.8,1.0,16.0,1200.0,1920.0,Average,283.0,Highest,70.0,16:10,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
asus,TUF Gaming F15 90NR0GW1-M00F00,86990.0,60.0,59.0,4.7, windows 11,0,0,0,1,25.0,2.2,1.0,15.6,1080.0,1920.0,Average,141.0,Average,90.0,,0,1,12.0,intel,Core i7,,,20.0,24.0,nvidia,16.0,1024.0
gigabyte,G6 KF Gaming,130000.0,68.0,56.0,4.3, windows 11,0,0,0,0,263.8,2.3,,16.0,1200.0,1920.0,Average,142.0,Average,54.0,16:10,0,0,13.0,intel,Core i7,,4.9,10.0,24.0,nvidia,16.0,512.0
gigabyte,G5 KF-E3IN313SH,86990.0,69.0,60.0,4.0, windows 11,0,0,0,1,22.7,2.08,2.0,15.6,1080.0,1920.0,Average,141.0,Average,54.0,,0,0,12.0,intel,Core i5,2.5,4.5,12.0,18.0,nvidia,8.0,512.0
lenovo,IdeaPad 1 15IGL7 82V700BSIN,26490.0,46.0,95.0,4.5, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,768.0,1366.0,Bad,100.0,Lowest,42.0,16:9,0,1,4.0,intel,Celeron,1.1,2.8,2.0,4.0,intel,8.0,256.0
hp,250 G9 7M659PA,34990.0,57.0,101.0,4.5, windows 11,0,0,1,0,19.9,1.74,1.0,15.6,768.0,1366.0,Poor,100.0,Low,41.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
asus,Chromebook CX1400CKA-EK0257,14990.0,30.0,880.0,3.9, chrome,0,0,1,0,18.7,1.47,1.0,14.0,1080.0,1920.0,Best,157.0,Highest,50.0,,0,1,,intel,Celeron,,2.8,2.0,,intel,4.0,64.0
asus,Chromebook CX1400CKA-EK0335,15990.0,32.0,196.0,3.9, chrome,0,0,1,0,18.7,1.47,1.0,14.0,1080.0,1920.0,Best,157.0,Highest,50.0,,0,1,,intel,Celeron,,2.8,2.0,,intel,4.0,128.0
asus,Vivobook 16 2023 X1605ZAB-MB322WS,40739.0,53.0,106.0,4.4, windows 11,0,0,1,0,19.9,1.88,1.0,16.0,1200.0,1920.0,Good,142.0,High,42.0,16:10,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
asus,Chromebook CX1500CKA-EJ0241,15990.0,30.0,357.0,4.1, chrome,0,0,1,0,18.7,1.8,1.0,15.6,1080.0,1920.0,Best,141.0,High,42.0,,0,1,,intel,Celeron,,2.8,2.0,,intel,4.0,64.0
hp,255 G8 7J035AA,38999.0,52.0,125.0,4.2, windows 11,0,0,1,0,19.9,1.74,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,256.0
lenovo,IdeaPad Slim 5 14IAH8 83BF000UIN,60190.0,56.0,236.0,4.3, windows 11,0,1,0,0,,1.46,1.0,14.0,1080.0,1920.0,Average,141.0,Average,56.6,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,intel,16.0,512.0
lenovo,IdeaPad Slim 5 16IAH8 83BG000PIN,62190.0,60.0,280.0,4.4, windows 11,0,1,0,0,17.9,1.89,1.0,16.0,1200.0,1920.0,Good,141.0,Average,56.6,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,intel,16.0,512.0
lenovo,IdeaPad Slim 5 82XX007MIN,69190.0,64.0,120.0,4.5, windows 11,0,1,0,0,17.9,1.46,1.0,14.0,1200.0,1920.0,Good,162.0,High,52.5,16:9,0,1,7.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
lenovo,IdeaPad Flex 5 82Y0004YIN,59190.0,55.0,93.0,4.0, windows 11,0,0,1,0,,,1.0,14.0,1200.0,1920.0,Good,162.0,High,52.5,,1,0,13.0,intel,Core i3,1.2,4.5,6.0,10.0,intel,8.0,512.0
acer,Predator Helios Neo 16 2023 PHN16-71 Gaming,179990.0,73.0,304.0,4.5, windows 11,0,0,1,0,2.6,2.6,1.0,16.0,1200.0,1920.0,Poor,142.0,Low,90.0,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,16.0,1024.0
lenovo,IdeaPad Slim 5 82XE0072IN,61000.0,64.0,99.0,4.2, windows 11,0,1,0,0,17.9,1.46,1.0,14.0,1200.0,1920.0,Good,162.0,High,56.6,16:9,0,1,7.0,amd,Ryzen 7,2.0,4.5,8.0,16.0,amd,16.0,512.0
lenovo,IdeaPad Slim 3 82XQ008UIN,42990.0,54.0,75.0,4.2, windows 11,0,1,0,0,17.9,1.62,1.0,15.6,1080.0,1920.0,Average,157.0,High,,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,512.0
lenovo,IdeaPad Slim 3 82XQ0096IN,45990.0,56.0,63.0,4.5, windows 11,0,1,0,0,17.9,1.62,1.0,15.6,1080.0,1920.0,Average,157.0,High,,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,16.0,512.0
lenovo,V15 G3 IAP 82TT004VIH,43400.0,52.0,57.0,4.0, dos,0,0,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,8.0,512.0
asus,Vivobook 14X OLED 2023 K3405VCB-KM951WS,109990.0,73.0,102.0,4.1, windows 11,0,0,1,0,18.9,1.45,1.0,14.0,1800.0,2880.0,Good,243.0,High,63.0,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,16.0,1024.0
asus,Vivobook 16X K3605ZC-MBN542WS,67990.0,61.0,642.0,4.2, windows 11,0,0,1,0,249.1,1.8,1.0,16.0,1200.0,1920.0,Good,142.0,Average,50.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook 16X K3605ZC-MBN541WS,67990.0,62.0,674.0,4.3, windows 11,0,0,1,0,249.1,1.8,1.0,16.0,1200.0,1920.0,Good,142.0,Average,50.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook 14X K3405ZF-LY541WS,64990.0,60.0,110.0,4.2, windows 11,0,0,0,0,222.5,1.4,1.0,14.0,1200.0,1920.0,Good,162.0,High,50.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
asus,Vivobook 16X K3605ZU-MBN541WS,76990.0,64.0,56.0,4.8, windows 11,0,0,0,1,18.9,1.8,1.0,16.0,1200.0,1920.0,Good,283.0,High,70.0,16:10,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,nvidia,16.0,512.0
msi,Thin GF63 11UC-1291IN Gaming,62990.0,68.0,83.0,4.5, windows 11,0,0,0,1,24.9,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i5,2.2,4.5,6.0,12.0,nvidia,16.0,512.0
msi,Katana 15 B12UDXK-1004IN Gaming,85990.0,71.0,61.0,4.7, windows 11,0,0,0,1,24.9,2.25,2.0,15.6,1080.0,1920.0,Average,141.0,Average,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
asus,Vivobook Go 14 2023 E1404FA-NK327WS,33990.0,52.0,132.0,4.4, windows 11,0,0,1,0,17.9,1.38,1.0,14.0,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
acer,TMP214-41-G3 UN.VSQSI.007,41200.0,57.0,127.0,4.2, windows 11,0,0,1,0,19.9,1.59,1.0,14.0,768.0,1366.0,Bad,112.0,Low,48.0,,0,0,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,16.0,512.0
asus,Vivobook Pro 15 OLED M6500QC-LK541WS,68990.0,59.0,55.0,4.3, windows 11,0,0,0,0,18.9,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,16.0,512.0
hp,Victus 15-fa0187TX Gaming,85990.0,71.0,119.0,4.6, windows 11,0,0,0,1,22.5,2.29,1.0,15.6,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
acer,TMP214-41-G3 UN.VSQSI.006,32990.0,55.0,187.0,4.4, windows 11,0,0,1,0,19.9,1.59,1.0,14.0,768.0,1366.0,Poor,112.0,Low,48.0,,0,0,5.0,amd,Ryzen 5,2.1,4.0,6.0,8.0,amd,8.0,512.0
asus,VivoBook 15 X1504ZA-NJ326WS,35990.0,52.0,117.0,4.5, windows 11,0,0,1,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
hp,Victus15-fb0147AX Gaming,47990.0,57.0,947.0,4.4, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,52.5,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,amd,8.0,512.0
dell,Inspiron 5430 IN54308DXWP001ORS1,81990.0,54.0,93.0,4.1, windows 11,0,1,0,0,,,1.0,14.0,1080.0,1920.0,Average,141.0,Average,54.0,,0,1,13.0,intel,Core i7,,5.0,10.0,12.0,intel,16.0,1024.0
lenovo,IdeaPad 3 82KU024JIN,48290.0,60.0,469.0,4.2, windows 11,0,0,1,0,19.9,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,,0,1,5.0,amd,Ryzen 7,1.8,4.3,8.0,8.0,amd,16.0,512.0
dell,Vostro 3520,36990.0,54.0,747.0,3.9, windows 11,0,0,0,0,,1.66,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
hp,Victus 15-fb1018AX Gaming,54990.0,61.0,89.0,4.8, windows 11,0,0,0,1,,,1.0,15.6,1080.0,1920.0,Average,141.0,Average,52.5,16:9,0,1,7.0,amd,Ryzen 5,3.3,4.55,6.0,16.0,nvidia,8.0,512.0
asus,TUF Gaming F15 FX506HF-HN076W Gaming,52990.0,64.0,3714.0,4.3, windows 11,0,0,0,1,22.8,2.3,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,512.0
hp,Omen 16-wf0056TX 834U0PA Gaming,153490.0,65.0,74.0,4.3, windows 11,0,0,0,0,259.4,2.35,1.0,16.1,1080.0,1920.0,Bad,137.0,Low,83.0,16:9,0,1,13.0,intel,Core i7,,5.0,16.0,30.0,nvidia,16.0,512.0
hp,15S-EQ1550AU,34000.0,47.0,118.0,4.3, windows 11,0,1,0,0,242.0,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,,amd,Ryzen,2.6,3.5,2.0,4.0,amd,8.0,512.0
asus,Vivobook Pro 15 M6500QF-HN541WS Creator,57990.0,59.0,74.0,4.8, windows 11,0,0,0,0,234.3,1.8,1.0,15.6,1080.0,1920.0,Average,141.0,Average,50.0,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,16.0,512.0
lenovo,IdeaPad Slim 5 14IAH8 83BF0045IN,62990.0,56.0,76.0,4.6, windows 11,0,1,0,0,,1.46,1.0,14.0,1200.0,1920.0,Good,157.0,High,56.6,,0,1,12.0,intel,Core i5,2.0,4.4,8.0,12.0,intel,16.0,1024.0
msi,Modern 14 C12M-459IN,52010.0,56.0,154.0,4.4, windows 11,0,0,1,0,19.35,1.4,1.0,14.0,1080.0,1920.0,Average,157.0,High,,,0,0,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
asus,Vivobook Go 14 2023 E1404FA-NK325WS,35990.0,52.0,105.0,4.6, windows 11,0,0,1,0,17.9,1.38,1.0,14.0,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,7.0,amd,Ryzen 3,2.4,4.1,4.0,4.0,amd,8.0,512.0
wings,Nuvobook Pro,59990.0,54.0,158.0,4.1, windows 11,0,0,0,0,16.3,1.48,1.0,14.0,1920.0,1080.0,Average,157.0,High,17.85,,0,1,11.0,intel,Core i7,1.2,4.7,4.0,12.0,intel,16.0,512.0
wings,Nuvobook S2,24990.0,46.0,541.0,4.3, windows 11,0,0,0,0,18.4,1.6,1.0,15.6,1920.0,1080.0,Average,141.0,Average,17.85,,0,1,11.0,intel,Core i3,,3.7,4.0,8.0,intel,8.0,512.0
wings,Nuvobook S1,23990.0,45.0,575.0,4.3, windows 11,0,0,0,0,18.4,1.6,1.0,15.6,1920.0,1080.0,Average,141.0,Average,17.85,,0,1,11.0,intel,Core i3,,3.7,4.0,8.0,intel,8.0,256.0
ultimus,Elite NU14U3INF56BN-CS,29990.0,50.0,191.0,3.7, windows 11,0,0,1,0,,1.3,1.0,14.1,1080.0,1920.0,Average,156.0,High,,,0,0,10.0,intel,Core i5,1.1,3.7,4.0,6.0,intel,8.0,512.0
msi,Thin GF63 11UCX-1491IN Gaming,61990.0,71.0,116.0,4.6, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,1024.0
lenovo,IdeaPad Slim 5 16IRL8 82XF003GIN,70190.0,55.0,296.0,4.3, windows 11,0,0,1,0,16.9,1.89,1.0,16.0,1200.0,1920.0,Good,142.0,Average,56.6,,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,intel,16.0,512.0
msi,Stealth 16 Mercedes AMG A13VG-264IN Gaming,279990.0,95.0,86.0,4.5, windows 11,0,0,1,0,19.95,1.88,2.0,16.0,2400.0,3840.0,Best,283.0,High,99.9,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,32.0,2048.0
acer,Aspire 3 Spin 14 NX.KENSI.002,39990.0,41.0,64.0,4.8, windows 11,0,0,1,0,,,1.0,14.0,1200.0,1920.0,Good,157.0,High,40.0,16:10,0,1,,intel,Core i3,,3.8,8.0,6.0,intel,8.0,512.0
msi,Thin GF63 11UCX-1492IN Gaming,56990.0,69.0,82.0,4.7, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,1024.0
msi,Stealth 16 Mercedes AMG A13VF-265IN Gaming,219990.0,90.0,87.0,4.6, windows 11,0,0,1,0,19.95,1.88,2.0,16.0,2400.0,3840.0,Best,283.0,High,99.9,16:10,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,32.0,1024.0
lenovo,IdeaPad 3 15ITL6 82H803GSIN,36490.0,56.0,68.0,4.0, windows 11,0,0,1,0,19.9,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,45.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
infinix,INBook X3 Slim Series XL422,43990.0,52.0,147.0,4.3, windows 11,0,0,1,0,14.8,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,16:9,0,0,12.0,intel,Core i7,1.7,4.7,10.0,12.0,intel,16.0,512.0
lenovo,IdeaPad Slim 5 82XD003NIN,67190.0,56.0,206.0,4.3, windows 11,0,0,1,0,19.9,1.63,2.0,14.0,1200.0,1920.0,Good,142.0,Average,56.6,,0,1,13.0,intel,Core i5,,4.6,8.0,12.0,intel,16.0,512.0
infinix,INBook X3 Slim XL422,36990.0,51.0,928.0,4.2, windows 11,0,0,0,0,14.8,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,,0,0,12.0,intel,Core i5,1.3,4.4,10.0,12.0,intel,16.0,512.0
infinix,INBook X3 Slim XL422 2023,29990.0,44.0,1151.0,4.2, windows 11,0,0,0,0,211.1,1.24,1.0,14.0,1080.0,1920.0,Average,157.0,High,50.0,16:9,0,0,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
dell,Inspiron 3530 2023,51000.0,52.0,156.0,4.2, windows 11,0,0,0,0,21.0,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,0,13.0,intel,Core i3,,4.5,5.0,10.0,intel,8.0,1024.0
dell,Inspiron 3520,36700.0,54.0,96.0,4.5, windows 11,0,0,0,0,18.7,1.65,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
lenovo,IdeaPad Slim 5i 82XD0040IN,85190.0,56.0,149.0,4.2, windows 11,0,0,1,0,16.9,1.46,1.0,14.0,1200.0,1920.0,Good,162.0,High,56.6,,0,0,13.0,intel,Core i7,,4.9,10.0,24.0,intel,16.0,512.0
lenovo,IdeaPad Slim 5 16IRL8 82XF003JIN,84190.0,59.0,141.0,4.2, windows 11,0,0,1,0,19.9,1.63,1.0,16.0,1080.0,1920.0,Average,142.0,Average,56.6,16:9,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,intel,16.0,512.0
lenovo,V15 82KB00RJIH,48990.0,61.0,122.0,4.4, windows 11,0,0,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i5,2.4,4.2,4.0,8.0,intel,16.0,512.0
dell,Vostro 3430,39490.0,52.0,109.0,4.7, windows 11,0,1,0,0,,1.46,1.0,14.0,1080.0,1920.0,Average,112.0,Low,41.0,16:9,0,0,13.0,intel,Core i3,,4.5,5.0,,intel,8.0,512.0
dell,Inspiron 7430 2023 2 in 1,69990.0,56.0,109.0,4.8, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Good,162.0,High,54.0,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,1024.0
dell,Inspiron 13 5330,106499.0,62.0,80.0,4.7, windows 11,0,0,0,0,,,1.0,13.3,1600.0,2560.0,Good,227.0,High,,16:10,0,1,13.0,intel,Core i7,2.2,5.0,12.0,18.0,intel,16.0,1024.0
dell,Inspiron 3535 2023,45490.0,52.0,118.0,4.4, windows 11,0,0,0,0,,1.63,1.0,15.6,1080.0,1920.0,Average,147.0,High,41.0,16:9,0,1,7.0,amd,Ryzen 5,2.8,4.3,4.0,4.0,amd,8.0,1024.0
dell,Inspiron 5330 2023,87490.0,60.0,71.0,4.0, windows 11,0,0,0,0,,,1.0,13.3,1600.0,2560.0,Good,227.0,High,54.0,16:10,0,1,13.0,intel,Core i5,1.9,4.6,12.0,12.0,intel,16.0,1024.0
dell,Inspiron 7430 2 in 1 Touch,82990.0,59.0,100.0,4.2, windows 11,0,1,0,0,,,1.0,14.0,1200.0,1920.0,Good,162.0,High,54.0,,1,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,1024.0
dell,Vostro 3430 VN3430RHXFG001ORB1,57990.0,59.0,93.0,4.3, windows 11,0,1,0,0,18.48,1.44,1.0,14.0,1080.0,1920.0,Average,112.0,Lowest,41.0,16:9,0,0,13.0,intel,Core i5,,4.6,10.0,12.0,intel,8.0,512.0
hp,Victus 15-FB0142AX Gaming,68999.0,68.0,99.0,4.5, windows 11,0,0,0,1,23.5,2.29,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,nvidia,16.0,512.0
hp,Pavilion 15-eg3017TU,70490.0,59.0,84.0,4.7, windows 11,0,0,1,0,17.9,1.74,1.0,15.6,1080.0,1920.0,Average,141.0,Average,41.0,,0,1,13.0,intel,Core i5,,4.6,10.0,12.0,intel,16.0,1024.0
msi,Thin GF63 12VE-664IN Gaming,90990.0,72.0,262.0,4.3, windows 11,0,0,1,0,21.7,1.86,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
msi,Katana 17 B12VGK-672IN Gaming,134990.0,75.0,106.0,4.4, windows 11,0,0,1,0,25.2,2.6,2.0,17.3,1080.0,1920.0,Bad,127.0,Lowest,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
msi,Katana 17 B12VFK-668IN Gaming,100990.0,72.0,116.0,4.7, windows 11,0,0,1,0,25.2,2.6,2.0,17.3,1080.0,1920.0,Average,127.0,Low,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,8.0,1024.0
msi,Thin GF63 12VF-663IN Gaming,97990.0,73.0,115.0,4.1, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,51.0,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,512.0
msi,Katana 17 B12VFK-673IN Gaming,110990.0,74.0,119.0,4.4, windows 11,0,0,1,0,25.2,2.6,2.0,17.3,1080.0,1920.0,Average,127.0,Low,53.5,,0,1,12.0,intel,Core i7,2.3,4.7,10.0,24.0,nvidia,16.0,1024.0
msi,Thin GF63 11UCX-1496IN Gaming,50990.0,66.0,195.0,4.2, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,512.0
msi,Thin GF63 11SC-1493IN Gaming,45990.0,64.0,909.0,4.3, windows 11,0,0,1,0,,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,16.0,512.0
hp,Omen 16-u0023TX Gaming,237990.0,82.0,58.0,4.7, windows 11,0,0,1,0,19.9,2.09,1.0,16.1,1600.0,2560.0,Average,182.0,Average,97.0,,0,1,13.0,intel,Core i9,,5.4,24.0,36.0,nvidia,32.0,1024.0
msi,Thin GF63 11UCX-1497IN Gaming,47990.0,64.0,160.0,4.2, windows 11,0,0,1,0,21.7,1.86,2.0,15.6,1080.0,1920.0,Average,141.0,Average,52.4,,0,1,11.0,intel,Core i5,2.1,4.4,6.0,12.0,nvidia,8.0,512.0
hp,Victus 15-fa1064TX Gaming,109490.0,68.0,75.0,4.6, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,16.0,512.0
msi,Pulse 17 B13VGK-666IN Gaming,128990.0,71.0,92.0,4.8, windows 11,0,0,1,0,27.2,2.7,2.0,17.3,1440.0,2560.0,Average,127.0,Lowest,90.0,,0,1,13.0,intel,Core i7,,5.0,14.0,24.0,nvidia,8.0,1024.0
msi,Pulse 17 B13VGK-652IN Gaming,183990.0,79.0,95.0,4.3, windows 11,0,0,1,0,27.2,2.7,2.0,17.3,1080.0,1920.0,Bad,127.0,Lowest,90.0,,0,1,13.0,intel,Core i9,2.6,5.4,14.0,24.0,nvidia,16.0,1024.0
hp,Victus 16-s0089AX Gaming,80490.0,72.0,70.0,4.1, windows 11,0,0,0,1,24.0,2.48,1.0,16.1,1080.0,1920.0,Average,137.0,Low,70.0,16:9,0,1,7.0,amd,Ryzen 7,3.8,5.1,8.0,16.0,nvidia,16.0,1024.0
lenovo,Ideapad Slim 3 15ITL05 81X800N1IN,36500.0,54.0,99.0,4.1, windows 11,0,1,0,0,19.9,1.7,1.0,15.6,1080.0,1920.0,Average,141.0,Average,,16:9,0,1,11.0,intel,Core i3,3.0,4.1,2.0,6.0,intel,8.0,512.0
hp,Victus  15-fa1060TX  Gaming,99990.0,66.0,82.0,4.2, windows 11,0,0,0,1,22.5,2.37,1.0,15.6,1080.0,1920.0,Average,141.0,Average,70.0,,0,1,13.0,intel,Core i5,,4.7,12.0,18.0,nvidia,16.0,512.0
asus,VivoBook 14 2023 X1404ZA-NK321WS,35990.0,54.0,285.0,4.1, windows 11,0,0,1,0,19.9,1.7,1.0,14.0,1080.0,1920.0,Average,157.0,High,42.0,16:9,0,1,12.0,intel,Core i3,1.2,4.4,6.0,10.0,intel,8.0,512.0
gigabyte,Aorus 15 9SF Gaming,149990.0,78.0,91.0,4.7, windows 11,0,0,0,0,20.9,2.39,2.0,15.6,1440.0,2560.0,Average,188.0,Average,99.0,16:9,0,1,12.0,intel,Core i5,2.5,4.5,12.0,18.0,nvidia,16.0,1024.0
hp,Victus 15-fb0153AX Gaming,50990.0,64.0,58.0,4.4, windows 11,0,0,0,1,23.0,2.37,1.0,15.6,1080.0,1920.0,Average,137.0,Low,52.5,16:9,0,1,5.0,amd,Ryzen 5,3.3,4.2,6.0,16.0,amd,8.0,512.0
