Cell_Type,Gene,Metabolite,Metabolite_Production,Gene_Expression,Treatment_Effectiveness
Treated Healthy Cells,Gene_A,ATP,11.258510425286637,11.070568880651088,96.8525631511219
Cancerous Cells,Gene_B,Lactate,97.17097503581496,81.18582229097778,94.85590004657604
Cancerous Cells,Gene_B,ATP,94.75696201274607,82.9413497248319,19.335568584339093
Treated Cancerous Cells,Gene_B,Glucose,73.92002283846858,80.19463200450697,90.08942082353228
Cancerous Cells,Gene_E,Glutamate,66.89772115501214,72.68186409522366,14.150530090026514
Healthy Cells,Gene_D,Lactate,78.81015080379296,79.33128463999017,50.766020787614984
Treated Healthy Cells,Gene_C,Pyruvate,64.53772971355285,67.09823412695184,64.36633672643734
Healthy Cells,Gene_E,Glucose,63.53109447337053,66.98333388162887,46.24668731004188
Cancerous Cells,Gene_B,Glucose,70.12562780085308,66.7361797491808,95.18374354168085
Treated Cancerous Cells,Gene_E,ATP,41.35972802028496,51.40427896782042,33.32127230916051
Treated Healthy Cells,Gene_A,Glucose,40.162072475057656,36.334723346484445,52.737766309806354
Cancerous Cells,Gene_B,Lactate,80.03094908817762,73.01952661615549,7.544993547966361
Cancerous Cells,Gene_A,ATP,33.81061926647155,29.864601358674157,85.2224580078157
Treated Cancerous Cells,Gene_B,Glucose,61.70518508107141,54.290213147761925,41.33633959439447
Treated Cancerous Cells,Gene_E,Pyruvate,44.48654925799617,43.335562021788135,70.05321155919974
Healthy Cells,Gene_D,Lactate,30.761215302438487,27.662227709370114,68.22456310494182
Treated Healthy Cells,Gene_C,Pyruvate,97.17249626362859,97.46899204524632,67.62628928342468
Treated Healthy Cells,Gene_A,Pyruvate,30.548528041419697,25.875164520181947,50.693827875744105
Treated Cancerous Cells,Gene_E,ATP,27.102714398859728,30.929306372303,27.75187905478407
Healthy Cells,Gene_D,Glutamate,18.8450912796538,16.158750175806823,62.50945585613864
Treated Healthy Cells,Gene_E,ATP,74.34906916029685,82.29806253142905,96.17915038112181
Treated Cancerous Cells,Gene_A,Lactate,49.33740973211537,58.65894005544894,83.39492559463139
Cancerous Cells,Gene_C,Lactate,59.810671075874254,61.303925647238565,10.876823155377657
Treated Healthy Cells,Gene_E,ATP,85.82800736698903,82.05614117990979,2.3187401586550083
Healthy Cells,Gene_B,Glutamate,30.602011428977818,34.29196586298794,49.89713568704347
Healthy Cells,Gene_D,ATP,19.795503229865812,19.363342538021378,77.58293517147361
Healthy Cells,Gene_E,Lactate,22.284044141546207,19.840536399390395,31.390255316720726
Cancerous Cells,Gene_D,Glutamate,66.14340738689093,73.26198214622593,70.12382779042275
Treated Healthy Cells,Gene_B,Lactate,63.3845997844996,61.41151544624475,93.19212642388091
Treated Healthy Cells,Gene_C,Glutamate,19.3076455100574,20.633887858208887,45.898450693466884
Cancerous Cells,Gene_C,Glutamate,14.679274443648348,14.506539464042357,24.415965623062185
Treated Healthy Cells,Gene_B,ATP,12.874530782308543,12.068730516197279,91.77578620802471
Cancerous Cells,Gene_D,ATP,59.02368448467355,62.779864770303774,47.226396400371485
Cancerous Cells,Gene_E,ATP,0.01421120618521629,0.011864491085000761,40.783930667511
Cancerous Cells,Gene_B,Glutamate,1.878667048740036,1.8319342603543731,35.3361571540924
Healthy Cells,Gene_A,Glutamate,44.01111427200097,38.955313562609525,42.30169524388131
Treated Healthy Cells,Gene_D,Lactate,75.3608746597426,69.13498642761624,67.36578541823583
Cancerous Cells,Gene_C,Pyruvate,79.3124810601831,69.5039376497404,43.3719627220154
Treated Healthy Cells,Gene_B,ATP,37.39966054931515,43.01182736076906,32.422388855922016
Healthy Cells,Gene_C,Lactate,61.43792832215469,69.10736066045696,74.36376655597195
Cancerous Cells,Gene_D,Lactate,51.8472184737412,52.10961795801254,20.29714270243962
Treated Cancerous Cells,Gene_C,Glucose,111.46117980362136,97.69314167973153,20.19337246408881
Healthy Cells,Gene_B,ATP,14.280945405679624,16.246021383683306,69.64355365489567
Treated Cancerous Cells,Gene_D,Lactate,71.38487982181489,60.066726770560564,86.67065301894732
Treated Healthy Cells,Gene_A,Glucose,41.806430145890396,49.12387759510036,24.12108394971294
Treated Healthy Cells,Gene_B,ATP,16.919178293792896,19.446634465769442,19.112497497642956
Healthy Cells,Gene_E,Glutamate,65.01618406955286,74.99904321417034,67.03058812907523
Treated Healthy Cells,Gene_B,Glucose,28.498615186116815,27.550801993199524,62.08025217731527
Treated Cancerous Cells,Gene_D,Glutamate,44.5461631381691,38.17098190935416,44.72523465196122
Cancerous Cells,Gene_B,Pyruvate,33.81138742939684,37.483056958753004,9.586063984832794
Cancerous Cells,Gene_A,Pyruvate,24.938520793130657,24.42044731879488,9.178543098187342
Cancerous Cells,Gene_A,Pyruvate,37.48467282561053,43.070533169840516,77.73417890443545
Healthy Cells,Gene_E,Pyruvate,49.8175124790656,47.334588092761834,45.176911739568546
Treated Healthy Cells,Gene_C,Lactate,63.20663760390998,74.42216728093075,85.7967091241559
Treated Cancerous Cells,Gene_D,Pyruvate,76.24094308924407,76.50685743770372,57.473365153886235
Treated Healthy Cells,Gene_D,Lactate,16.83979693831789,15.855596829166208,61.873814121763274
Treated Healthy Cells,Gene_C,Lactate,61.153423418999665,59.27722993275321,93.41944419085537
Treated Healthy Cells,Gene_A,ATP,76.71454883652997,89.61977982793955,16.461589403943798
Cancerous Cells,Gene_A,Lactate,9.405139184819532,10.878660888456082,54.30242292969959
Treated Cancerous Cells,Gene_B,Lactate,50.53353298495607,47.291404453413854,5.813859996603476
Treated Cancerous Cells,Gene_E,Pyruvate,84.30695443531134,75.03531224083427,35.89250478821191
Treated Healthy Cells,Gene_E,Lactate,71.13049187543821,61.14913343823433,14.809849980120514
Cancerous Cells,Gene_E,Glutamate,11.320358467156442,10.058565659662388,18.783596228457057
Cancerous Cells,Gene_B,Pyruvate,47.17905706776739,39.660612535097236,93.47947200605282
Treated Cancerous Cells,Gene_E,Glucose,48.862417468983224,50.723949821686396,61.06825282048808
Cancerous Cells,Gene_C,Pyruvate,92.85924652854443,99.58456017162729,89.21581331898143
Cancerous Cells,Gene_B,Lactate,14.48998853251741,17.860790932365276,44.35201843907496
Cancerous Cells,Gene_C,Glutamate,96.27343663959086,98.24237671601125,59.764334666338335
Healthy Cells,Gene_B,Pyruvate,39.892513494092924,37.61497842294439,3.209451219292636
Treated Healthy Cells,Gene_E,Glutamate,22.55936110104621,20.032048607382137,46.950223227433405
Treated Cancerous Cells,Gene_C,Glucose,37.55895469271234,41.4109082123996,56.40566733437882
Treated Cancerous Cells,Gene_C,Glucose,61.73331150028787,61.399512403481715,1.6777714265544974
Healthy Cells,Gene_C,ATP,22.733284184449744,21.349739391099586,78.94891768236403
Treated Healthy Cells,Gene_B,ATP,29.745472008539448,29.143908330212774,29.54229842766055
Treated Cancerous Cells,Gene_D,Pyruvate,77.73025795719205,85.45465017352898,45.248707496077024
Cancerous Cells,Gene_E,ATP,111.74050453421037,99.90094616688678,53.56302853048245
Treated Cancerous Cells,Gene_C,Glutamate,27.660164917437612,31.81726914984264,99.21971531284333
Cancerous Cells,Gene_D,ATP,17.297040543858675,14.885680394994028,9.918414687418286
Healthy Cells,Gene_E,Glutamate,93.67654338238185,79.31708199940417,55.5279562224498
Cancerous Cells,Gene_E,ATP,56.816876755164344,60.04556872751452,53.05941458002693
Treated Cancerous Cells,Gene_C,ATP,9.542854745322906,10.040114337560112,6.890969560318217
Treated Cancerous Cells,Gene_C,ATP,103.8903048474504,94.6771481436021,63.39383601951246
Treated Cancerous Cells,Gene_B,Lactate,7.66848666924061,7.804952839989198,28.68544338938106
Healthy Cells,Gene_D,Lactate,50.74417358874888,62.535640163364114,10.37679661646207
Healthy Cells,Gene_D,ATP,49.51378109912687,42.39372558935814,17.86419309184527
Treated Healthy Cells,Gene_C,Glutamate,54.120551184321876,55.66239182399359,82.36032332153927
Treated Cancerous Cells,Gene_E,Pyruvate,18.792657420110864,21.321419566014445,10.412476243739388
Cancerous Cells,Gene_C,Glucose,70.34316102899831,68.81103992506516,46.69273882403247
Healthy Cells,Gene_E,Lactate,85.1811173031276,95.97196891333397,19.527312117922126
Treated Cancerous Cells,Gene_E,ATP,40.45190253465415,45.84258740449157,16.231986208501205
Treated Cancerous Cells,Gene_C,Glucose,53.25245080494729,52.295827756822725,20.571175941707253
Healthy Cells,Gene_A,Lactate,22.935993859632156,23.981167056888133,49.27829345196203
Treated Healthy Cells,Gene_D,Pyruvate,91.79081309123143,89.18679837510811,23.77884211115713
Healthy Cells,Gene_E,Glutamate,116.41760643613806,97.11744051399582,9.673295035256036
Healthy Cells,Gene_E,ATP,89.9214827674486,78.62968850860543,80.14008692471685
Cancerous Cells,Gene_A,Pyruvate,43.58842043657967,54.277350215980405,53.98214031716857
Cancerous Cells,Gene_B,Lactate,78.47860765453667,95.67968245086307,15.68536523685722
Treated Healthy Cells,Gene_A,ATP,16.062434655087312,15.38500553672768,47.14298486321701
Treated Cancerous Cells,Gene_A,Glucose,50.26558122264159,47.849085989521846,6.836249987290987
Healthy Cells,Gene_E,Glutamate,61.89327291291863,53.76057067264131,58.04298636187585
Treated Healthy Cells,Gene_D,Lactate,51.731055704603044,49.19164197523768,34.03048195979815
Cancerous Cells,Gene_A,Glutamate,71.50235537275589,80.24182871787032,10.352852963016412
Healthy Cells,Gene_B,ATP,66.19601662293347,67.0402891016364,18.364384986839745
Treated Cancerous Cells,Gene_C,Pyruvate,14.231271265432255,12.665846591826169,34.570270485072655
Cancerous Cells,Gene_A,Glutamate,40.5046612048016,34.645130734306036,80.64074542922428
Cancerous Cells,Gene_A,Glucose,30.339445145928345,33.90768483868863,17.375569622982333
Cancerous Cells,Gene_B,Lactate,57.45928780371569,56.563219279292866,10.96642214927983
Treated Healthy Cells,Gene_D,Glucose,25.16950430442822,29.145841765789694,51.59390064656842
Treated Cancerous Cells,Gene_A,Glutamate,11.713102930752722,11.72717695539106,55.86969639802648
Healthy Cells,Gene_A,Pyruvate,54.65085479916615,65.36826656571354,9.024131766741716
Treated Healthy Cells,Gene_D,Pyruvate,100.1407700261277,85.10369385350225,28.448447920730203
Treated Healthy Cells,Gene_B,Glucose,98.30539011328992,93.16080954659239,26.276403791425405
Treated Healthy Cells,Gene_A,ATP,111.03798409252292,97.25784176594759,18.62216094611153
Cancerous Cells,Gene_D,ATP,93.68075481842708,78.1116846209014,31.563812720065375
Treated Cancerous Cells,Gene_A,Pyruvate,12.196949584420057,13.970242829190216,3.710851153829664
Treated Healthy Cells,Gene_C,Glucose,91.93622413966338,85.31118242367245,65.15497829534785
Healthy Cells,Gene_E,Glucose,46.18716999220798,39.996007338247395,98.8487145033841
Treated Cancerous Cells,Gene_C,Glucose,75.20825648093732,72.99113137923636,63.404676746924885
Healthy Cells,Gene_A,Glutamate,56.095449145485865,53.12680049608358,36.10764505437862
Treated Cancerous Cells,Gene_B,ATP,79.80044130330998,82.86061336487836,66.79103011456769
Healthy Cells,Gene_E,ATP,45.52504274885767,42.55057328396886,57.151592102357625
Cancerous Cells,Gene_C,Glutamate,5.921275530948235,6.179381074002077,84.67579305873446
Treated Healthy Cells,Gene_D,Lactate,55.16162149439567,55.68237108824709,62.187456098200045
Healthy Cells,Gene_B,Glutamate,14.408356752441076,17.12905546676732,63.407635462124865
Treated Cancerous Cells,Gene_C,Glucose,77.54297651041887,96.55176323529227,22.16641882729934
Treated Healthy Cells,Gene_D,Glutamate,43.319549484438596,52.696306582549155,41.56272385375932
Treated Healthy Cells,Gene_A,Glucose,48.5475854007804,55.35587938372605,34.441606025567715
Treated Cancerous Cells,Gene_D,Pyruvate,89.15169661954083,90.72657128148177,1.142518740375098
Healthy Cells,Gene_C,Glucose,50.49132308767305,62.45852451511749,31.32807293890614
Cancerous Cells,Gene_C,ATP,26.10661424126525,30.272937718970717,48.606212432295024
Cancerous Cells,Gene_A,Glutamate,32.94283097811705,29.609461691337113,59.984863321008106
Healthy Cells,Gene_D,Glucose,55.417750924393616,50.15786499064562,93.45689467104553
Treated Healthy Cells,Gene_D,Lactate,96.70412909035723,86.66082289291589,23.91137593598164
Treated Healthy Cells,Gene_A,Pyruvate,92.8733723088327,79.47293407362785,15.242899110855834
Treated Healthy Cells,Gene_D,Lactate,81.60462628572863,96.27405860568447,86.94456889989581
Treated Healthy Cells,Gene_A,Lactate,6.219989555560727,7.188612285220364,94.18474940884477
Healthy Cells,Gene_B,Lactate,25.046130724939758,26.832606896433862,48.79542485810844
Treated Healthy Cells,Gene_C,Pyruvate,9.352671740944626,8.0207707813726,11.521656125005197
Treated Cancerous Cells,Gene_B,Pyruvate,83.38414343644233,75.10791939024362,48.53882992769712
Treated Healthy Cells,Gene_E,Pyruvate,13.09258291261776,14.083368915038363,10.944332710326876
Cancerous Cells,Gene_E,Pyruvate,8.341050206329601,9.988631799760672,88.31855787006627
Treated Healthy Cells,Gene_E,Lactate,58.78191775592855,56.16722070995576,70.815010461625
Healthy Cells,Gene_A,ATP,37.14586338986153,41.14847121191585,24.113701771000397
Cancerous Cells,Gene_D,ATP,72.40122354144664,71.51013387624671,88.66906933167867
Healthy Cells,Gene_B,Pyruvate,57.30814061924995,48.701539170027296,63.79017290493193
Healthy Cells,Gene_B,Glutamate,43.76892466180852,42.533459594045276,95.32633367208685
Cancerous Cells,Gene_B,Glucose,49.76371459039953,42.55004487469709,98.0479849010547
Healthy Cells,Gene_B,Glutamate,83.45735979549124,87.18763803988546,0.3281789235718091
Healthy Cells,Gene_E,Glutamate,41.630719834433265,39.52256507224664,12.021420902754576
Treated Healthy Cells,Gene_B,Glutamate,38.59258421581029,33.339712776963346,54.69223308068357
Treated Cancerous Cells,Gene_D,ATP,35.04497935477784,33.853507702272935,95.58528744672915
Healthy Cells,Gene_E,Glucose,20.563646539749247,19.66007968148903,99.42336355096955
Healthy Cells,Gene_B,Glutamate,93.51583979609767,86.06888505739894,56.74079353035199
Healthy Cells,Gene_A,Pyruvate,16.90423237735315,14.663081502758157,17.38014889452303
Treated Healthy Cells,Gene_C,ATP,75.89371304409906,90.86107377996053,16.305002000870616
Treated Cancerous Cells,Gene_C,Pyruvate,26.496968219672674,28.346772191100623,76.38577581141384
Cancerous Cells,Gene_C,Pyruvate,86.26167815013793,89.94268221738469,59.19376787062978
Treated Healthy Cells,Gene_E,Glutamate,92.04234034891172,79.08206568145772,54.877389893276295
Treated Healthy Cells,Gene_B,Pyruvate,68.81438895595196,58.198752095035864,46.576492330051636
Treated Cancerous Cells,Gene_E,Glucose,56.78124471953129,66.94700039185992,72.51346265816817
Treated Cancerous Cells,Gene_D,Pyruvate,27.61994861123589,32.58440908249277,85.80541790063455
Treated Healthy Cells,Gene_A,Glutamate,67.41126485426925,57.42286143276624,30.295808119563628
Cancerous Cells,Gene_A,Pyruvate,26.851614534844593,29.240290072669705,22.091776717589063
Treated Healthy Cells,Gene_C,ATP,36.07283978265144,40.22728138904617,67.01991663149424
Treated Cancerous Cells,Gene_C,ATP,62.26258328042427,76.46625552292447,91.47324240549534
Cancerous Cells,Gene_C,ATP,22.203678022588402,24.393256381021622,34.81574401440862
Treated Cancerous Cells,Gene_B,Lactate,90.37815648126552,83.88460158375378,27.244821917741536
Cancerous Cells,Gene_D,ATP,36.47621583780097,37.588285366499655,22.61146302356195
Healthy Cells,Gene_D,ATP,53.576111860743985,53.21699608561809,25.449090769663087
Treated Cancerous Cells,Gene_D,Lactate,109.9190873020952,94.19604875628733,13.493334296031446
Treated Cancerous Cells,Gene_D,ATP,57.62577282173973,68.12556301868749,59.677822760835355
Treated Healthy Cells,Gene_C,Glutamate,53.48806097807478,64.56041128446273,28.08260686612557
Treated Cancerous Cells,Gene_A,ATP,81.17823838683852,71.16077276050291,61.494436165790454
Treated Cancerous Cells,Gene_C,ATP,101.90506284186444,91.81113387605613,8.30323495125681
Healthy Cells,Gene_D,Lactate,22.50275917957004,24.851370922151084,11.545679211787906
Treated Cancerous Cells,Gene_C,Glutamate,57.01264552870458,61.32412057993384,53.614192779694456
Healthy Cells,Gene_D,Pyruvate,37.000841894533565,40.03938543836523,51.1530944476014
Healthy Cells,Gene_E,Glucose,1.2556219866085314,1.1855293210243922,27.150992673788863
Healthy Cells,Gene_A,Glutamate,10.330865980332254,12.53008964061092,82.71308516205424
Healthy Cells,Gene_E,Pyruvate,32.361413570681606,32.49918952635884,18.704716486754947
Cancerous Cells,Gene_B,Glutamate,48.2255266421828,56.49999711819157,36.06611241831861
Treated Healthy Cells,Gene_C,Pyruvate,99.4211360281934,88.14747766962716,55.551170607240216
Cancerous Cells,Gene_B,Pyruvate,75.33504453557872,79.11141182014396,86.72111025153646
Treated Cancerous Cells,Gene_C,Glutamate,55.94363215951199,55.33336724227704,41.85509751667767
Cancerous Cells,Gene_E,Lactate,5.996261593098873,7.387041790746762,39.860095544090434
Cancerous Cells,Gene_D,Glutamate,23.53882858147558,28.590629039497863,57.953742803179466
Treated Cancerous Cells,Gene_D,Glutamate,39.238629600635385,36.67086478922439,31.669541546289626
Treated Cancerous Cells,Gene_C,Pyruvate,68.8059518172068,62.17171852038425,70.91732531595895
Treated Cancerous Cells,Gene_D,Glucose,7.037813142266664,6.492362297984111,24.869594066700472
Cancerous Cells,Gene_E,Pyruvate,58.04598558390527,53.019355450047335,82.31959969402122
Cancerous Cells,Gene_D,ATP,75.88960966084751,90.14645761447072,27.23534131334612
Treated Cancerous Cells,Gene_E,Glutamate,76.00193150255502,70.54326956974029,99.27011622905123
Treated Healthy Cells,Gene_B,Glutamate,69.56081583743344,79.70768065627564,31.646247432764262
Treated Healthy Cells,Gene_E,Lactate,57.20664119167797,68.16756483590734,87.88261386551977
Healthy Cells,Gene_A,Pyruvate,22.78397632322851,20.658911217259224,39.735595410605725
Treated Cancerous Cells,Gene_A,Lactate,12.769305021580113,11.048382006601864,24.60548420309303
Healthy Cells,Gene_A,Glutamate,90.13942117810436,82.9490673004909,22.616325046035524
Treated Healthy Cells,Gene_C,Pyruvate,78.05155128000256,69.55044360155284,85.01912818498782
Healthy Cells,Gene_C,Pyruvate,68.80239268165646,57.50615588163682,30.875298631287674
Treated Cancerous Cells,Gene_C,ATP,16.162908596758253,18.928286496824597,33.8563008959747
Treated Cancerous Cells,Gene_E,ATP,71.56039455567075,60.33449653117534,19.699305583894056
Treated Cancerous Cells,Gene_C,Glucose,3.258966359356574,3.132178522215978,96.13247181162168
Cancerous Cells,Gene_B,ATP,13.372982801998223,11.883913439395943,24.47439405988301
Healthy Cells,Gene_A,Pyruvate,33.0624665220979,31.189014980442455,24.744361898161205
Treated Healthy Cells,Gene_E,ATP,45.61696565108835,44.373827741116436,94.38978902546958
Treated Healthy Cells,Gene_A,Glucose,13.038418436360342,12.056449582200035,90.08988549951829
Treated Healthy Cells,Gene_C,Glutamate,11.131690032749106,11.99401838575358,24.891088317991017
Cancerous Cells,Gene_E,ATP,84.90840642912117,72.58936605836355,86.47255695179894
Cancerous Cells,Gene_D,Pyruvate,48.20492915185235,56.97194065334856,24.982321308611688
Treated Cancerous Cells,Gene_B,Glutamate,49.489222227948176,53.3741980777665,8.446416485287445
Treated Healthy Cells,Gene_C,Pyruvate,36.75871655088178,45.243449511754996,82.0361348395825
Cancerous Cells,Gene_C,Glutamate,88.72179457841267,97.6543106344564,77.15581578152863
Treated Cancerous Cells,Gene_B,Pyruvate,4.418705550465917,4.980028289437676,29.466712169147147
Treated Healthy Cells,Gene_B,ATP,14.808761381520187,18.06271761615774,9.013898512260932
Healthy Cells,Gene_D,ATP,64.53772144132755,64.75077574012373,20.643888447714776
Treated Cancerous Cells,Gene_C,Glucose,13.465486718735223,13.636565385124133,77.10565709064655
Cancerous Cells,Gene_C,Glutamate,48.98334234677139,58.93809380091738,96.47478149424266
Cancerous Cells,Gene_A,Glucose,51.36764118269893,56.776122548108,25.900207179449154
Treated Cancerous Cells,Gene_E,Lactate,114.70764507082633,97.1005183639642,81.82588010354492
Treated Cancerous Cells,Gene_E,ATP,74.58384847247886,88.33864870490224,22.79326573371544
Cancerous Cells,Gene_A,Glutamate,87.18072363501624,94.55533437674526,67.96003918250835
Healthy Cells,Gene_E,Glucose,9.251151695497137,11.360236947397961,8.361346903152633
Treated Healthy Cells,Gene_B,Glucose,74.62212267173395,86.81484372541888,58.529564038226
Healthy Cells,Gene_E,Lactate,13.938678354809355,12.909066172830597,26.918989119471814
Treated Cancerous Cells,Gene_E,Glucose,59.91884123042399,63.2932178543989,92.5845948733657
Healthy Cells,Gene_A,Pyruvate,70.62747147424977,72.00781606780022,28.97508887789536
Cancerous Cells,Gene_D,ATP,13.878300811567941,16.085349814928584,39.84406948623066
Treated Cancerous Cells,Gene_E,Glucose,67.87524511747834,63.26593759295397,84.06791111545809
Treated Healthy Cells,Gene_E,Glucose,5.773847171754591,5.246049291199406,43.82745825467943
Cancerous Cells,Gene_D,Lactate,25.585847733131857,29.32660857428302,23.841225179491843
Cancerous Cells,Gene_A,Pyruvate,75.35052396213035,92.11584939341166,54.75443208942971
Treated Healthy Cells,Gene_D,Glucose,14.2944976370089,17.17311629018692,83.9991195649982
Treated Healthy Cells,Gene_A,ATP,6.937014260512627,6.52699924503275,43.31776120046524
Healthy Cells,Gene_B,ATP,37.89917997840222,44.36781996554594,13.288848920486762
Treated Cancerous Cells,Gene_A,Glucose,84.85491083732467,85.06182085272715,38.30869131145168
Treated Healthy Cells,Gene_B,Pyruvate,6.601926147999031,7.667238196828996,95.44751330941914
Treated Healthy Cells,Gene_B,ATP,30.862575156908328,35.553536523040854,7.20216203657722
Treated Cancerous Cells,Gene_A,ATP,72.13892561165451,89.97748345593261,40.84451724480198
Treated Healthy Cells,Gene_C,Pyruvate,10.968730651015072,11.815554994445431,64.80287939401654
Treated Healthy Cells,Gene_A,Pyruvate,25.969367772389052,31.06685059119466,7.851772621182285
Healthy Cells,Gene_E,Glucose,74.54035199773149,77.84206115357038,34.49525470030681
Cancerous Cells,Gene_E,Glutamate,56.445799168042605,54.32109871388043,94.05783539402631
Cancerous Cells,Gene_C,Lactate,78.82301207077417,83.2333140633583,3.063569220614326
Cancerous Cells,Gene_B,Glutamate,12.074985912886152,11.15953930487984,75.1741879505943
Cancerous Cells,Gene_C,Glutamate,100.94619442819788,92.05541713797227,84.13749661359961
Treated Healthy Cells,Gene_E,ATP,100.84356466834681,93.49117945152088,27.70607254177502
Treated Cancerous Cells,Gene_C,Pyruvate,18.2443940900861,15.531302014670633,21.471436951981225
Treated Cancerous Cells,Gene_A,ATP,3.0315753059109927,3.3875464406750044,91.48208935862071
Healthy Cells,Gene_C,Lactate,86.68858405131466,98.98413819555688,76.40016954807244
Healthy Cells,Gene_B,Glucose,50.34150084547287,48.22515923024244,11.33807096070023
Treated Healthy Cells,Gene_A,Lactate,59.37861254377249,57.207540403543135,21.219725551640288
Treated Cancerous Cells,Gene_D,ATP,61.83925782715596,61.590473366657626,62.13551549925545
Treated Cancerous Cells,Gene_E,ATP,63.31098014385882,78.96684627805027,41.94169288968924
Cancerous Cells,Gene_E,ATP,82.99290802919431,81.19879690459179,50.41743704378998
Treated Healthy Cells,Gene_C,ATP,22.749740842547574,19.392522431977387,95.15424351022675
Treated Healthy Cells,Gene_A,Glutamate,22.097874204296733,23.66367406335266,42.02354631919739
Cancerous Cells,Gene_D,Glucose,104.08355957511223,87.68330289463721,88.1681995814269
Treated Healthy Cells,Gene_A,Glutamate,77.25614354864163,81.95176047505865,66.07447186605732
Treated Healthy Cells,Gene_E,ATP,52.864624578420056,61.761938155395534,12.161945871355616
Healthy Cells,Gene_A,Pyruvate,95.42759440280771,99.46991591248498,74.45070366477196
Treated Cancerous Cells,Gene_D,Glutamate,73.35992730651506,73.51839435513237,52.020907395631475
Treated Healthy Cells,Gene_C,ATP,22.701404008241063,21.583676813024887,22.50972503919886
Healthy Cells,Gene_B,ATP,84.82960911011033,84.66440643326783,28.954932308229807
Treated Cancerous Cells,Gene_A,Glucose,42.08240016293695,41.473263637014,55.73324247507513
Cancerous Cells,Gene_B,Lactate,2.927016342022202,3.6152660541289183,60.170249014579305
Healthy Cells,Gene_E,Glutamate,28.974458978608006,32.14212778116706,96.817640402948
Healthy Cells,Gene_C,Glutamate,70.57341138825407,76.35512340593853,85.47201364105933
Treated Cancerous Cells,Gene_C,Glutamate,114.72883821957335,96.02062071864732,20.583928699527622
Cancerous Cells,Gene_A,ATP,25.355593947481474,27.613641630319385,77.39920705671454
Healthy Cells,Gene_C,Glucose,28.562158847003456,24.651632440971504,0.8291808151645541
Treated Healthy Cells,Gene_A,ATP,51.95950192215047,56.361658559830005,12.9808461165144
Treated Healthy Cells,Gene_A,ATP,68.05516030492922,81.16838996624467,19.97004160662832
Treated Healthy Cells,Gene_B,Pyruvate,67.11616448283137,74.65256821609466,59.71993526591379
Cancerous Cells,Gene_C,Glucose,50.907619525209164,55.995890256281655,19.46850063001867
Healthy Cells,Gene_A,Glutamate,75.21741725857336,63.13896816144785,36.527294203530715
Treated Healthy Cells,Gene_B,Lactate,25.897727403381072,24.2098957326344,24.277978214207952
Cancerous Cells,Gene_D,Glutamate,50.72679007620122,43.25742650033506,33.74166243799633
Treated Healthy Cells,Gene_B,ATP,28.958411201090634,25.536562652029993,94.2451444734066
Treated Cancerous Cells,Gene_B,Glucose,91.22235420251847,88.44179748446376,99.73763525954301
Healthy Cells,Gene_A,Glucose,12.045078793004365,11.255450736551575,68.57221062641092
Healthy Cells,Gene_E,Glucose,71.36833193300365,67.97405578563708,57.23078714556809
Cancerous Cells,Gene_E,Pyruvate,27.759338597603552,26.028319716502345,70.84478458162832
Cancerous Cells,Gene_E,Glutamate,43.083007720881554,47.55774097184664,77.16522004189083
Healthy Cells,Gene_B,Pyruvate,28.840937664599764,29.941278024663276,73.90127436095145
Treated Healthy Cells,Gene_A,Lactate,33.52203680133769,32.324531705947166,8.189252820000481
Treated Healthy Cells,Gene_C,ATP,21.205661940494277,26.039301361102197,31.0293419286774
Treated Cancerous Cells,Gene_B,Pyruvate,74.7624215308868,75.27929211954387,34.343138178974975
Treated Healthy Cells,Gene_B,Pyruvate,41.833899469824146,36.57158571790471,36.925447415014126
Cancerous Cells,Gene_A,ATP,72.41395158622821,72.63570177140826,34.431377865154204
Cancerous Cells,Gene_D,Glucose,46.561517613822076,45.606993010401276,78.70922974503276
Treated Healthy Cells,Gene_B,ATP,48.19935449129178,54.72460421002873,74.76046678843782
Cancerous Cells,Gene_D,Glutamate,60.72526966522535,54.328747571348735,0.46003028926517864
Healthy Cells,Gene_D,ATP,92.0766512919947,97.58520793435888,29.638152349471902
Healthy Cells,Gene_E,Glucose,43.41009151618539,36.70624557109512,62.36636477853256
Treated Healthy Cells,Gene_A,ATP,24.869878073271316,20.76840953975976,12.026562198879953
Healthy Cells,Gene_D,Pyruvate,106.35143171374114,91.17919403666022,7.119829448553238
Healthy Cells,Gene_A,Lactate,14.580734734968813,17.483928931557323,82.83981194984817
Treated Cancerous Cells,Gene_E,Pyruvate,77.87445313940331,83.44228458443446,45.268427217206906
Treated Cancerous Cells,Gene_A,Lactate,17.696141679705345,15.021489546692578,85.56873679208535
Healthy Cells,Gene_B,ATP,73.89657309859984,65.87243342274063,82.35527271765656
Treated Healthy Cells,Gene_D,Glutamate,17.530077803868462,15.054081326453606,89.33705221405856
Treated Cancerous Cells,Gene_A,ATP,94.98749489156816,92.30858192394294,4.827456356064708
Cancerous Cells,Gene_C,Glucose,56.05780726392243,56.50082826528312,18.613006610838458
Cancerous Cells,Gene_A,ATP,27.744565177380423,32.92738391400876,29.61431644014205
Cancerous Cells,Gene_D,Lactate,15.937701049957438,14.032277496359491,13.623038783786011
Treated Healthy Cells,Gene_E,Pyruvate,40.75900919581894,37.11922361459939,48.54698207857142
Healthy Cells,Gene_E,Glutamate,58.06197017794026,70.50200348688116,79.89768900390585
